,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,split
8145, 1 Series,2008,3940,Manual,68000,Petrol,150,48.7,1.6,0.49293532339746626
8146, 1 Series,2013,7440,Manual,75323,Petrol,145,49.6,1.6,-0.14344599593744672
8147, 1 Series,2013,7340,Manual,85871,Petrol,145,49.6,1.6,1.1701338065447224
8148, 1 Series,2016,8940,Manual,79675,Diesel,0,83.1,1.5,0.4421557995259496
8149, X1,2017,15640,Automatic,89232,Diesel,145,65.7,2.0,-0.7998732261122995
8150, 1 Series,2015,8869,Manual,62574,Diesel,0,83.1,1.5,2.1999870937416777
8152, 1 Series,2017,12338,Manual,15770,Diesel,0,83.1,1.5,0.018813104369170393
8154, 5 Series,2016,16695,Automatic,39727,Diesel,125,60.1,2.0,0.01689954089609117
8155, Z4,2012,10199,Manual,49289,Petrol,200,41.5,2.0,0.14643196169407527
8156, 1 Series,2016,10250,Manual,46717,Petrol,125,53.3,1.5,1.1282575536021215
8157, 1 Series,2015,10790,Manual,29550,Petrol,125,53.3,1.5,1.9302012500018426
8158, 1 Series,2017,11250,Manual,30846,Petrol,125,53.3,1.5,0.7709016338576419
8160, 1 Series,2012,6950,Automatic,96596,Diesel,30,64.2,2.0,-0.6902480884833092
8161, 4 Series,2015,12970,Manual,40276,Diesel,30,67.3,2.0,0.8258953723884789
8163, 2 Series,2018,13470,Automatic,67062,Diesel,145,51.4,2.0,0.6815670399540951
8164, 3 Series,2013,9490,Automatic,56000,Diesel,30,62.8,2.0,-0.07914972048714917
8165, X1,2017,14930,Manual,77484,Diesel,20,68.9,2.0,-0.587211751989882
8168, 4 Series,2016,17430,Automatic,55381,Diesel,145,53.3,3.0,0.757145727896444
8169, 2 Series,2016,13940,Automatic,79983,Diesel,20,68.9,2.0,0.06606818520797647
8171, 4 Series,2015,11570,Manual,78217,Diesel,30,67.3,2.0,0.5427726104146097
8172, 5 Series,2016,12980,Automatic,60337,Diesel,20,68.9,2.0,0.24083232538456226
8173, 3 Series,2018,16940,Manual,10000,Petrol,150,52.3,1.5,-0.51551590691902
8174, 4 Series,2016,18640,Automatic,21000,Diesel,150,55.4,3.0,2.6505727840524007
8175, 3 Series,2013,14440,Automatic,48000,Diesel,125,57.6,3.0,-2.3821973054554686
8176, 1 Series,2016,14670,Automatic,26000,Petrol,125,54.3,1.5,-0.02004606773331594
8177, 1 Series,2017,9970,Manual,82000,Diesel,150,72.4,1.5,-0.7439950577961061
8179, 5 Series,2016,15940,Automatic,66652,Diesel,160,51.4,3.0,-1.0911571666492603
8180, 3 Series,2011,8470,Manual,67869,Diesel,125,60.1,2.0,-0.054494643855390636
8182, X5,2017,29440,Automatic,40070,Diesel,205,47.1,3.0,0.18711232572589104
8184, 3 Series,2017,12440,Manual,59158,Diesel,30,67.3,2.0,-0.5584784672422769
8185, 6 Series,2012,12970,Automatic,50319,Diesel,160,51.4,3.0,0.06218934950070763
8186, 1 Series,2016,12340,Manual,51727,Petrol,125,52.3,1.5,-0.4559819647334682
8187, X1,2013,10440,Automatic,46217,Diesel,165,52.3,2.0,-0.23500374994908563
8189, 4 Series,2016,15440,Manual,24083,Petrol,160,46.3,2.0,2.2540256790322077
8190, X1,2017,14940,Manual,64235,Diesel,125,60.1,2.0,0.9875205903344169
8191, 3 Series,2015,11690,Automatic,69002,Diesel,125,60.1,2.0,-0.217275699178868
8192, 3 Series,2017,15940,Automatic,32997,Diesel,145,67.3,2.0,0.6942003093436334
8193, 3 Series,2018,15490,Manual,38631,Diesel,145,62.8,2.0,0.10059502589147612
8195, 2 Series,2016,14990,Manual,46527,Diesel,125,60.1,2.0,-0.5581883888583214
8197, 1 Series,2016,9440,Manual,71000,Diesel,0,83.1,1.5,-0.25379528703045234
8200, 3 Series,2017,11490,Manual,65386,Petrol,125,52.3,1.5,0.32134154391199343
8201, 3 Series,2018,17240,Automatic,40739,Diesel,145,64.2,2.0,0.40394867236057364
8202, 3 Series,2015,12189,Manual,33902,Diesel,30,65.7,2.0,-1.3870626326837012
8204, 1 Series,2017,12415,Manual,17724,Diesel,145,83.1,1.5,-0.7198827194988173
8205, 1 Series,2013,13999,Automatic,48828,Petrol,235,37.7,3.0,-1.0361492576727223
8206, 3 Series,2016,17940,Automatic,28136,Diesel,145,53.3,3.0,0.9639303582340025
8207, 4 Series,2016,18970,Automatic,43306,Diesel,160,51.4,3.0,0.07696868160882453
8208, 3 Series,2015,16940,Automatic,41115,Diesel,165,51.4,3.0,1.6247389041658256
8209, 5 Series,2014,13290,Automatic,62125,Diesel,150,55.4,2.0,1.5220167503386808
8210, X1,2016,13490,Manual,78256,Diesel,20,68.9,2.0,1.405974642810823
8212, 3 Series,2018,19940,Automatic,27246,Diesel,145,64.2,2.0,-0.08339538601216405
8213, 3 Series,2017,21299,Automatic,19351,Diesel,145,51.4,3.0,-0.17519157343748387
8214, 3 Series,2014,12579,Automatic,50750,Diesel,125,57.6,2.0,0.9338707600057863
8215, 1 Series,2018,22000,Automatic,18225,Petrol,145,32.5,3.0,-0.04301788226532533
8216, X1,2016,17000,Manual,31327,Diesel,125,58.9,2.0,-0.1351171725195492
8218, X5,2016,31499,Automatic,34367,Hybrid,0,85.6,2.0,-1.3330011573072196
8219, 4 Series,2016,17940,Automatic,27069,Petrol,165,45.6,2.0,0.16887782818368202
8221, 3 Series,2017,17650,Manual,17170,Diesel,150,60.1,2.0,0.8684346573445555
8222, 1 Series,2014,9250,Manual,55760,Diesel,30,65.7,2.0,-0.3305893230127697
8223, 3 Series,2015,16970,Automatic,42938,Diesel,200,49.6,3.0,-1.6082615241918101
8224, 1 Series,2014,10670,Automatic,53436,Diesel,30,64.2,2.0,0.36244578205842526
8226, 2 Series,2017,17940,Manual,9369,Diesel,145,60.1,2.0,1.3269730309496648
8230, 5 Series,2011,8470,Automatic,84726,Diesel,145,54.3,2.0,-0.16745443762772028
8233, 1 Series,2017,11997,Manual,10624,Diesel,0,83.1,1.5,1.6614837369454762
8234, 3 Series,2015,13940,Automatic,69986,Diesel,145,53.3,3.0,-0.3027588568518699
8235, X1,2018,22470,Automatic,9365,Petrol,145,44.8,2.0,-1.0825479931298385
8236, 3 Series,2016,18770,Automatic,26108,Diesel,145,53.3,3.0,1.4753182373043683
8237, 2 Series,2018,16470,Semi-Auto,18323,Diesel,145,56.5,1.5,-2.1398307565464942
8238, 5 Series,2012,9690,Automatic,71375,Diesel,125,57.6,2.0,1.753919529146017
8240, 3 Series,2016,12970,Manual,32046,Diesel,20,68.9,2.0,-0.9647474880743243
8244, 2 Series,2017,13970,Manual,27034,Petrol,150,48.7,1.5,0.3776213027544921
8245, X2,2019,23240,Manual,4507,Petrol,150,41.5,1.5,0.6910837852447395
8247, 2 Series,2017,14270,Manual,10874,Petrol,125,50.4,1.5,0.010557708783324914
8248, 1 Series,2016,10340,Manual,38936,Diesel,20,72.4,1.5,1.850941872755654
8249, X4,2017,22670,Automatic,41543,Diesel,150,54.3,2.0,0.4818535730010191
8251, X1,2018,22950,Automatic,14968,Diesel,150,60.1,2.0,0.874467615647256
8252, 3 Series,2016,13190,Manual,19871,Diesel,20,72.4,2.0,-0.3214884675553347
8253, 3 Series,2015,14495,Automatic,43838,Diesel,125,61.4,2.0,0.3574109270908131
8259, 3 Series,2019,24850,Automatic,7438,Petrol,145,42.2,2.0,2.071743406178082
8260, 3 Series,2019,24450,Automatic,23150,Diesel,150,52.3,2.0,0.6133450260118213
8263, 2 Series,2019,22950,Automatic,8225,Diesel,150,61.4,2.0,-1.5299762992995258
8265, X5,2018,34650,Automatic,15245,Diesel,150,47.1,3.0,0.8955602153530244
8266, 3 Series,2019,27750,Automatic,4879,Petrol,150,41.5,2.0,1.0464345923366303
8267, 3 Series,2015,14250,Automatic,40528,Diesel,30,62.8,2.0,0.4121516062138653
8268, 5 Series,2017,22350,Automatic,30141,Diesel,145,60.1,2.0,-0.9380085863568598
8269, 2 Series,2017,15250,Automatic,13311,Petrol,145,61.4,2.0,0.7282210882541743
8270, X1,2019,24950,Automatic,7542,Diesel,145,60.1,2.0,0.2466181106554436
8275, X2,2019,26750,Automatic,2077,Diesel,150,58.9,2.0,0.3439740089847187
8276, X3,2015,18950,Automatic,15131,Diesel,150,54.3,2.0,-0.5697884913943134
8277, 3 Series,2016,14950,Automatic,49967,Diesel,30,62.8,2.0,-1.5406889949565128
8278, X1,2019,24950,Automatic,5217,Diesel,145,60.1,2.0,-0.6932344891066092
8279, 1 Series,2018,16139,Manual,5531,Petrol,145,37.2,1.5,0.2128928043506855
8285, 1 Series,2019,23450,Automatic,12725,Petrol,145,39.8,3.0,-0.5529829239929409
8287, 2 Series,2019,18350,Manual,16606,Petrol,150,52.3,1.5,0.8100099460755138
8288, Z4,2013,13700,Automatic,35554,Petrol,205,41.5,2.0,0.7044590738715536
8291, 3 Series,2018,17488,Manual,29384,Petrol,145,47.9,2.0,0.3123284305670588
8295, 5 Series,2013,11899,Automatic,38705,Diesel,125,60.1,2.0,-0.15630035454392582
8296, X1,2016,14999,Manual,26436,Diesel,20,68.9,2.0,0.840905567257122
8298, X1,2012,5994,Manual,130000,Diesel,160,51.4,2.0,0.7538612139237447
8299, X1,2019,24950,Automatic,9469,Diesel,145,60.1,2.0,-0.20400925803910722
8300, X1,2019,24800,Automatic,10577,Diesel,145,60.1,2.0,-1.4344169278878984
8301, 4 Series,2017,22995,Automatic,29989,Diesel,150,49.6,3.0,-0.4297855618374658
8302, X5,2015,21990,Automatic,94643,Diesel,205,47.1,3.0,0.4595735668679977
8303, 1 Series,2014,5490,Manual,131347,Diesel,0,74.3,1.6,-0.9079012980099236
8305, 1 Series,2016,8788,Manual,81750,Diesel,20,72.4,1.5,0.6044650614171454
8306, 3 Series,2017,14495,Automatic,23123,Petrol,145,54.3,1.5,0.9763914822836969
8307, 3 Series,2004,2888,Manual,133175,Petrol,300,36.2,2.0,-1.596209589474108
8308, X3,2012,8799,Automatic,98123,Diesel,160,50.4,2.0,1.6547118030319954
8309, 1 Series,2015,10490,Manual,21563,Petrol,150,50.4,1.6,-1.0438922332097844
8311, X1,2012,5994,Manual,130000,Diesel,165,51.4,2.0,-0.8878228111060757
8312, 1 Series,2016,8393,Manual,82000,Diesel,0,83.1,1.5,0.29630845586045157
8313, 3 Series,2011,3493,Manual,190000,Diesel,20,68.9,2.0,0.7966600163458915
8314, 1 Series,2015,9991,Automatic,94000,Diesel,30,62.8,2.0,-1.2414029204814256
8318, X1,2019,24950,Automatic,9849,Diesel,145,60.1,2.0,0.1653569266836793
8319, X1,2019,24950,Automatic,9564,Diesel,145,60.1,2.0,-0.5887111375549502
8320, 4 Series,2019,23250,Automatic,10324,Diesel,145,65.7,2.0,-0.21518788343286854
8321, 4 Series,2013,13499,Automatic,32247,Petrol,160,44.8,2.0,0.9764090776167902
8322, 6 Series,2014,17000,Automatic,64674,Diesel,160,49.6,3.0,0.5892604772902685
8323, 4 Series,2015,19995,Automatic,36710,Petrol,265,37.2,3.0,-0.4657002612313785
8325, 2 Series,2020,28950,Manual,1688,Petrol,145,43.5,1.5,-1.3884077198251994
8326, 2 Series,2020,35950,Automatic,4597,Petrol,145,36.2,2.0,1.3168788242208829
8327, 3 Series,2019,40000,Automatic,9991,Diesel,150,43.5,3.0,-0.25946217731252097
8328, 4 Series,2016,16150,Automatic,46545,Diesel,30,65.7,2.0,-1.9660726613306936
8329, 3 Series,2018,18199,Manual,13503,Diesel,145,64.2,2.0,-1.3056259360347755
8332, 1 Series,2014,14450,Automatic,59198,Petrol,235,37.7,3.0,-0.7781723367994223
8333, X5,2017,29450,Automatic,35032,Diesel,145,47.1,3.0,-0.26444242240428906
8334, 4 Series,2019,23350,Automatic,9189,Diesel,145,65.7,2.0,-0.5889553956736701
8335, X1,2016,19499,Automatic,21822,Diesel,125,60.1,2.0,-0.4511083984104417
8337, 1 Series,2014,10999,Manual,47208,Diesel,30,62.8,2.0,-0.9384994052595583
8338, 3 Series,2016,11299,Manual,54788,Diesel,20,68.9,2.0,0.23767286281793548
8339, 3 Series,2017,14999,Automatic,78446,Hybrid,0,134.5,2.0,-2.228988151102689
8341, 3 Series,2016,16899,Automatic,72974,Diesel,160,51.4,3.0,-1.2129544246960138
8342, 6 Series,2016,19999,Automatic,41963,Diesel,160,51.4,3.0,0.6115915764021662
8343, 1 Series,2015,8999,Manual,58918,Diesel,0,83.1,1.5,0.4155222588302445
8345, 5 Series,2014,12899,Automatic,85547,Diesel,160,51.4,3.0,-0.880268321535315
8346, 3 Series,2016,10499,Manual,68738,Diesel,20,68.9,2.0,0.05264324930119865
8348, 5 Series,2016,15999,Automatic,28084,Diesel,30,62.8,2.0,0.07431601428400196
8349, 2 Series,2018,13299,Manual,45166,Diesel,145,65.7,2.0,0.20049122346102966
8351, 2 Series,2016,21499,Automatic,17173,Petrol,200,39.8,3.0,1.0205095401273163
8352, 1 Series,2017,11349,Manual,33215,Diesel,0,78.5,1.5,-0.48726543143118095
8354, 3 Series,2016,14399,Manual,34278,Diesel,30,64.2,2.0,0.4256210902854691
8355, 3 Series,2019,24850,Automatic,10633,Petrol,145,42.2,2.0,0.09591855632267557
8356, 3 Series,2016,19399,Automatic,22317,Hybrid,0,134.5,2.0,-2.1852793081675737
8357, 2 Series,2016,17299,Automatic,27519,Petrol,160,44.1,2.0,-0.5541725036028993
8358, 2 Series,2016,13675,Automatic,36792,Petrol,125,51.4,1.5,1.0505868146766133
8359, X3,2016,18675,Automatic,65392,Diesel,200,47.9,3.0,0.6370811885954921
8361, 3 Series,2016,17980,Automatic,48947,Hybrid,0,134.5,2.0,-1.1541259355055793
8363, 4 Series,2014,12499,Automatic,80450,Diesel,145,56.5,2.0,1.8383925807378185
8366, 6 Series,2013,15499,Automatic,58024,Diesel,160,51.4,3.0,-0.09753041969557161
8369, X1,2018,16999,Automatic,35077,Diesel,145,65.7,2.0,1.0150178485170525
8370, 1 Series,2016,18999,Automatic,19908,Petrol,235,37.7,3.0,0.7874369767649471
8371, X1,2017,17299,Automatic,9799,Diesel,30,65.7,2.0,1.2439759601087976
8372, 5 Series,2016,10117,Manual,94419,Diesel,30,65.7,2.0,-0.05077135972013152
8373, 4 Series,2017,14899,Manual,42560,Diesel,30,62.8,2.0,0.6016262155911516
8374, 1 Series,2013,9899,Manual,56370,Petrol,145,50.4,1.6,0.42310356782233516
8375, i3,2017,18999,Automatic,20321,Electric,135,470.8,0.0,-0.703529125698713
8376, X1,2016,20295,Automatic,16917,Diesel,145,55.4,2.0,-0.15933673338653392
8377, 5 Series,2017,22119,Automatic,25399,Diesel,145,65.7,2.0,0.5852281161437469
8382, 3 Series,2015,10999,Manual,39245,Diesel,20,68.9,2.0,-0.5812056531736544
8383, 3 Series,2017,10875,Automatic,95521,Diesel,145,70.6,2.0,0.48567239704780757
8384, X1,2014,10999,Automatic,45740,Diesel,160,52.3,2.0,-0.029981845236541488
8385, 3 Series,2015,13399,Manual,40219,Diesel,125,61.4,2.0,-1.1335053040350498
8386, 2 Series,2017,13499,Manual,44011,Petrol,125,50.4,1.5,-1.0412409818764814
8387, 2 Series,2016,11499,Manual,37537,Petrol,125,52.3,1.5,0.6497043666943806
8389, 1 Series,2016,13499,Manual,29690,Petrol,125,52.3,1.5,-1.3163026959481452
8390, 1 Series,2016,8454,Manual,76241,Diesel,0,83.1,1.5,-0.4569278897787643
8391, 1 Series,2018,15899,Manual,25791,Petrol,145,52.3,1.5,-0.04844251083715201
8393, 3 Series,2016,10999,Automatic,79248,Diesel,0,74.3,2.0,-0.9905721878703124
8394, 1 Series,2016,9999,Manual,50232,Diesel,0,83.1,1.5,-1.7064952612256918
8395, X1,2016,13099,Manual,56046,Diesel,20,68.9,2.0,-0.5823958456531634
8396, 2 Series,2016,11999,Manual,56953,Diesel,30,64.2,2.0,-0.8847247307930135
8397, X5,2015,21250,Automatic,78902,Diesel,160,50.4,2.0,0.43903001517021417
8398, 5 Series,2017,22499,Automatic,13022,Diesel,145,60.1,3.0,-1.2077791075445918
8399, 3 Series,2011,6500,Manual,70418,Petrol,160,44.8,2.0,-0.8552505035667494
8400, i3,2016,18999,Automatic,9990,Electric,0,470.8,0.0,-1.1083891169780564
8401, 3 Series,2016,13199,Manual,42170,Diesel,30,67.3,2.0,1.3562029050485653
8403, 1 Series,2016,13580,Manual,36994,Petrol,125,52.3,1.5,-0.10902665343451087
8404, 1 Series,2016,11299,Manual,29374,Petrol,125,53.3,1.5,0.05434433718227981
8409, 2 Series,2016,11699,Manual,29719,Diesel,0,74.3,1.5,0.5261793897092466
8410, 3 Series,2014,8999,Manual,70968,Diesel,20,68.9,2.0,1.0030794764594484
8411, 4 Series,2016,15500,Automatic,67429,Petrol,145,48.7,2.0,0.20971104049909672
8413, 4 Series,2016,13899,Automatic,34990,Diesel,30,65.7,2.0,0.689666340510831
8414, 1 Series,2012,9440,Automatic,48220,Diesel,30,62.8,2.0,0.4572933734132646
8415, 1 Series,2015,9799,Manual,49096,Diesel,20,68.9,2.0,-0.31336209147523186
8416, X1,2013,9499,Manual,45750,Diesel,160,51.4,2.0,-0.08882501292341881
8417, 3 Series,2016,17106,Automatic,22019,Hybrid,0,148.7,2.0,-1.7461030194422957
8418, 1 Series,2016,11759,Manual,55987,Diesel,20,70.6,1.5,-1.3201534472227716
8419, 4 Series,2015,15999,Automatic,32558,Diesel,145,55.4,3.0,1.936287474616163
8420, 3 Series,2018,17799,Automatic,18506,Diesel,145,64.2,2.0,-0.493502880478799
8421, 2 Series,2015,12449,Manual,23195,Diesel,20,74.3,1.5,-1.2249424093103556
8422, 3 Series,2016,9449,Manual,97758,Diesel,20,72.4,2.0,-0.39035878504266075
8423, X1,2016,16995,Automatic,44016,Diesel,150,55.4,2.0,-0.8359416475055645
8424, X1,2015,7492,Manual,104000,Diesel,30,62.8,2.0,-0.7333823192676807
8426, X3,2015,10991,Automatic,130000,Diesel,145,54.3,2.0,-0.7551302797148102
8427, 1 Series,2014,5993,Manual,113000,Diesel,0,74.3,1.6,-0.6061720464069278
8428, 4 Series,2017,21499,Automatic,16389,Diesel,145,51.4,3.0,-0.054802136689721274
8431, 2 Series,2015,10706,Manual,27562,Diesel,20,68.9,2.0,-1.370197528546577
8436, X5,2018,36000,Automatic,33000,Diesel,150,47.1,3.0,-0.0604652391874633
8438, 1 Series,2019,19000,Automatic,14759,Diesel,150,67.3,2.0,0.00711308105946351
8439, 3 Series,2018,21000,Automatic,15871,Diesel,150,64.2,2.0,-0.29204752155962554
8440, X3,2017,28399,Automatic,13955,Diesel,145,47.9,3.0,-1.3085339766754496
8444, 3 Series,2015,9210,Automatic,98503,Diesel,30,65.7,2.0,-1.135799634535749
8445, 1 Series,2016,9699,Manual,52811,Diesel,0,83.1,1.5,-0.4853366981802504
8446, 2 Series,2017,19559,Automatic,10131,Diesel,145,60.1,2.0,-0.3952817582446632
8447, 3 Series,2018,19988,Manual,10877,Petrol,150,47.9,2.0,1.5245605375841704
8448, X3,2015,22666,Automatic,32988,Diesel,205,47.1,3.0,1.928116226468515
8449, X5,2016,32499,Automatic,27851,Diesel,205,47.1,3.0,-1.8472541648576721
8450, X6,2015,29889,Automatic,31100,Diesel,205,44.8,3.0,-0.4874636098050357
8452, 2 Series,2015,13000,Automatic,38500,Diesel,20,68.9,2.0,2.0005293295790527
8453, X1,2017,16888,Automatic,30687,Diesel,30,65.7,2.0,-2.7855447867426175
8456, X4,2016,26000,Automatic,27580,Diesel,205,47.9,3.0,-0.6773622770371844
8458, 3 Series,2019,34000,Automatic,4000,Diesel,150,47.9,3.0,0.9132965764640085
8459, 1 Series,2015,9700,Manual,48258,Diesel,30,65.7,2.0,-0.9252179919831784
8460, 1 Series,2019,23000,Manual,5121,Petrol,145,44.1,1.5,0.9264822844655979
8462, X1,2019,24899,Manual,5322,Petrol,145,51.4,1.5,-2.143273212805362
8463, 3 Series,2014,10147,Manual,55150,Diesel,30,61.4,2.0,-0.1805880716350055
8465, X1,2016,16595,Manual,25913,Diesel,125,58.9,2.0,-0.908879077278339
8466, 5 Series,2016,15395,Automatic,33953,Diesel,30,62.8,2.0,1.8038990475104084
8467, 2 Series,2016,15299,Automatic,21594,Petrol,125,51.4,1.5,-0.3599424012989795
8468, 4 Series,2014,12199,Manual,68000,Diesel,125,58.9,2.0,-0.4697227131241947
8469, 4 Series,2016,15499,Manual,55802,Diesel,30,62.8,2.0,1.0361425309738366
8470, X3,2016,21999,Automatic,25291,Diesel,145,54.3,2.0,-0.023020611276722277
8471, 1 Series,2015,9890,Manual,30416,Diesel,0,78.5,1.5,-0.14969740282850938
8472, 3 Series,2016,18790,Automatic,31000,Diesel,200,49.6,3.0,0.1590243544204691
8473, 1 Series,2014,8590,Manual,52447,Petrol,150,50.4,1.6,0.9524665213890945
8474, 2 Series,2017,14295,Manual,31453,Diesel,20,68.9,1.5,-1.37607874980099
8477, X1,2016,18000,Automatic,32624,Diesel,125,57.6,2.0,-1.0311174705658979
8478, Z4,2017,17979,Automatic,21779,Petrol,200,41.5,2.0,-0.5768490546339495
8479, 3 Series,2015,12237,Manual,56111,Diesel,30,64.2,2.0,-0.08171046700441635
8480, 2 Series,2016,13995,Manual,38412,Diesel,30,64.2,2.0,-1.5840069940788333
8482, 2 Series,2015,12405,Automatic,39132,Petrol,125,53.3,1.5,0.4248268646093177
8483, 1 Series,2016,9977,Manual,47905,Diesel,0,78.5,1.5,-0.9955322260143333
8484, 3 Series,2015,11699,Manual,42831,Diesel,20,68.9,2.0,0.07071514610236179
8485, 3 Series,2015,9773,Manual,71339,Diesel,30,67.3,2.0,0.4632634978280808
8486, X7,2019,59988,Automatic,7791,Diesel,145,33.6,3.0,-1.3893735712010937
8487, X4,2016,23700,Automatic,30241,Diesel,200,47.9,3.0,-0.316964689924738
8488, X3,2016,23000,Automatic,41462,Diesel,200,47.1,3.0,-0.8750758857994448
8489, 1 Series,2015,16900,Automatic,39687,Petrol,235,37.7,3.0,-0.14778619945466714
8491, 6 Series,2015,16250,Automatic,72720,Diesel,160,49.6,3.0,-0.7276746069110002
8492, 5 Series,2014,14717,Automatic,60389,Diesel,145,55.4,2.0,-0.5399042852499857
8493, 1 Series,2017,12199,Manual,22361,Diesel,0,83.1,1.5,-0.6063877987427951
8494, 5 Series,2015,15999,Automatic,55673,Diesel,160,49.6,3.0,-2.2035144422487014
8495, M4,2019,48989,Automatic,19,Petrol,145,32.5,3.0,2.3018530846633514
8497, M4,2019,46000,Automatic,2460,Petrol,145,34.0,3.0,-0.7302804797135243
8498, 5 Series,2018,29000,Automatic,6500,Hybrid,140,156.9,2.0,-0.5872369825318848
8500, X1,2016,15999,Manual,44434,Diesel,125,58.9,2.0,-0.8130225856493883
8501, 4 Series,2016,15999,Manual,19684,Diesel,145,55.4,2.0,-0.3915085694084727
8502, 1 Series,2015,14249,Automatic,24214,Diesel,30,64.2,2.0,1.0103956443312188
8503, 4 Series,2018,19999,Automatic,11631,Petrol,145,45.6,2.0,-0.6749640164965293
8504, 1 Series,2011,20999,Manual,14200,Petrol,145,36.2,3.0,0.38017680415212807
8505, 3 Series,2015,13000,Automatic,45064,Diesel,20,74.3,2.0,1.055155411417174
8506, 3 Series,2017,18000,Automatic,29000,Diesel,145,62.8,2.0,0.24600518218051035
8509, 3 Series,2015,14000,Automatic,66355,Diesel,125,60.1,2.0,2.225643306662361
8510, 5 Series,2016,14373,Automatic,34424,Diesel,30,62.8,2.0,-0.1642197619744522
8512, 1 Series,2016,12349,Automatic,79212,Diesel,20,68.9,1.5,-0.3949171319804316
8513, 1 Series,2015,10388,Manual,28640,Diesel,0,83.1,1.5,0.33588378746631303
8515, 5 Series,2018,23200,Automatic,11868,Diesel,145,68.9,2.0,-0.9853595332154486
8516, 3 Series,2016,16899,Automatic,15659,Hybrid,0,148.7,2.0,-1.1376955143917131
8517, 3 Series,2016,10000,Manual,86800,Diesel,30,67.3,2.0,-0.5258077156152252
8520, 2 Series,2018,20000,Automatic,20915,Diesel,145,49.6,2.0,0.0794726383125232
8521, 1 Series,2015,12999,Automatic,28571,Diesel,20,67.3,2.0,-1.0063970490030407
8522, 1 Series,2014,8890,Manual,38484,Petrol,145,50.4,1.6,1.4271016730509056
8523, 2 Series,2017,15499,Automatic,17931,Diesel,30,67.3,2.0,0.12204978704439533
8524, X3,2019,56000,Automatic,3771,Petrol,145,24.8,3.0,-0.4752811006531821
8525, 1 Series,2019,31000,Automatic,2922,Petrol,145,34.5,2.0,-1.7312212455853149
8527, 1 Series,2018,22499,Automatic,9193,Petrol,145,32.5,3.0,-0.2991362742694288
8528, 3 Series,2014,10795,Automatic,101040,Diesel,165,52.3,3.0,-0.4561502124506419
8529, 5 Series,2015,11500,Automatic,79340,Diesel,30,62.8,2.0,0.2862736256725131
8530, 4 Series,2016,13795,Automatic,80950,Diesel,30,65.7,2.0,0.4313882931806646
8532, 5 Series,2015,14195,Automatic,46140,Diesel,30,62.8,2.0,-0.5065733285999379
8533, 3 Series,2014,13000,Automatic,94450,Diesel,160,52.3,3.0,2.2431085743586108
8536, X3,2014,14000,Automatic,60590,Diesel,160,50.4,2.0,-0.18612989184615467
8537, 1 Series,2015,10795,Manual,55820,Diesel,20,70.6,1.5,-0.7266863255328501
8538, 4 Series,2015,10195,Automatic,110720,Diesel,125,61.4,2.0,2.6120608855776193
8539, 3 Series,2015,12500,Automatic,70620,Diesel,125,60.1,2.0,0.5587577699604226
8540, 4 Series,2015,14800,Automatic,33627,Diesel,145,56.5,2.0,0.38205199935953765
8541, 2 Series,2016,13200,Automatic,28918,Petrol,125,53.3,1.5,-0.5949948729525079
8542, 3 Series,2016,15799,Manual,27218,Petrol,235,38.7,2.0,-0.8427069139069073
8545, 5 Series,2016,15699,Automatic,34609,Diesel,30,62.8,2.0,-0.6578317135527653
8547, 1 Series,2012,7400,Automatic,43835,Petrol,145,48.7,1.6,-1.1241033927633233
8548, 2 Series,2018,13799,Manual,13369,Diesel,145,65.7,1.5,0.41145856018547267
8549, 1 Series,2016,13600,Automatic,19277,Diesel,30,62.8,2.0,1.4716504739017349
8550, 3 Series,2015,14500,Automatic,54305,Diesel,125,60.1,2.0,3.231147037352256
8551, 2 Series,2016,13500,Automatic,62140,Hybrid,0,141.2,1.5,1.1949978869065663
8552, 2 Series,2016,13699,Manual,62379,Diesel,30,62.8,2.0,-0.7789378232295628
8553, 2 Series,2016,12000,Automatic,78459,Diesel,20,68.9,2.0,0.09373669694338421
8556, 2 Series,2017,15000,Automatic,49186,Petrol,145,50.4,1.5,0.8431965817691818
8557, 1 Series,2018,12499,Manual,26146,Diesel,145,78.5,1.5,-0.834892693770389
8558, 4 Series,2015,14725,Automatic,49256,Diesel,125,60.1,2.0,1.050827895653004
8559, X4,2015,19500,Manual,39824,Diesel,160,52.3,2.0,-0.5294667354685859
8560, 6 Series,2013,16200,Automatic,36049,Diesel,160,49.6,3.0,0.07570947699475467
8561, 3 Series,2015,12920,Automatic,48250,Diesel,30,64.2,2.0,-0.0448375823308298
8562, X3,2016,19200,Automatic,46837,Diesel,200,47.9,3.0,-1.4298145168103922
8563, 3 Series,2016,15325,Automatic,20889,Hybrid,0,148.7,2.0,0.056970416012900184
8564, 3 Series,2015,10225,Manual,91246,Diesel,125,61.4,2.0,0.15754858576416914
8566, 2 Series,2015,10395,Manual,63980,Diesel,20,74.3,1.5,-0.11332496805938215
8567, 4 Series,2016,14000,Automatic,89200,Diesel,30,65.7,2.0,-0.3466125308331282
8568, X3,2015,13295,Automatic,110860,Diesel,145,54.3,2.0,0.47058165236110994
8570, 1 Series,2015,15750,Automatic,44715,Petrol,235,37.7,3.0,1.289208764209528
8571, 3 Series,2014,14500,Automatic,10303,Diesel,30,62.8,2.0,2.063792435523263
