revenue,outcalls,incalls,months,eqpdays,webcap,marryyes,travel,pcown,creditcd,retcalls,churndep
35.05,17.67,31.67,26,227,0,0,0,0,0,0,0
32.32,0,0,8,243,1,1,0,0,1,0,0
31.03,11.67,2.67,18,163,0,0,0,0,1,0,0
40.58,29.67,7.67,10,278,1,0,0,0,1,0,0
37.78,0,0,8,237,1,0,0,0,1,0,0
61.01,0.67,1,6,194,1,1,0,1,1,0,0
59.8,11,0,8,213,1,0,0,0,1,0,0
134.34,34.33,12,12,107,1,0,0,0,0,0,0
55.79,9,0.67,7,209,1,1,0,0,1,0,0
103.68,36.33,16.33,6,194,1,0,0,0,1,0,0
92.6,4.33,1,7,67,1,0,0,0,0,0,0
22.76,0,0,8,253,1,0,0,0,1,0,0
61.81,2.67,0,17,201,1,0,0,0,0,0,0
39.28,0,0,8,235,1,0,0,0,1,0,0
79.39,19.67,2.33,7,188,1,0,0,0,1,0,0
20.82,0,0,8,255,1,1,0,0,1,0,0
34.99,10.67,1.67,9,255,1,0,0,1,1,0,0
10,29,12,7,190,1,0,0,0,0,0,0
78.85,68.33,24,9,275,1,0,0,0,1,0,0
30.26,0.33,0,12,286,1,0,0,0,1,0,0
51.03,21,2,8,228,1,0,0,0,1,0,0
32.49,2.33,0,8,242,1,1,0,0,1,0,0
92.12,72.33,51.67,13,386,1,1,0,0,1,0,0
54.24,25.33,3.67,7,219,1,1,0,0,1,0,0
61.78,23.33,17,9,272,1,0,0,0,1,0,0
50.56,28.33,24.33,7,183,1,1,0,0,0,0,0
10.96,7,0,10,286,1,0,0,0,1,0,0
16.03,0,0,17,353,1,1,1,1,1,0,0
39.93,1.33,0,9,244,1,0,0,0,1,0,0
59.99,5.33,3.33,22,367,1,0,0,0,1,0,0
39.19,17,16,11,314,1,0,0,1,1,0,0
50.67,16.33,7,8,243,1,0,0,0,1,0,0
68.51,6.67,2,7,198,1,1,0,1,1,0,0
39.66,35.67,14.67,10,299,1,1,0,0,1,0,0
56.88,13.33,3.33,8,225,1,0,0,0,1,0,0
67.47,15,1.67,7,198,1,0,0,1,1,0,0
66.6,9,3,7,203,1,1,0,1,1,0,0
20.92,0.67,0,19,368,1,0,0,1,1,0,0
36.73,19.67,0.67,25,415,1,1,0,0,1,0,0
79.42,41,3.67,7,191,1,0,0,0,1,0,0
273.81,238.67,116,23,384,1,0,0,0,0,0,0
46.47,4.33,0,8,226,1,0,0,0,1,0,0
87.6,63.67,26.67,10,283,1,0,0,0,1,0,0
39.99,17,7.33,10,276,1,1,0,1,1,0,0
49.67,4,0.33,12,162,1,0,0,0,0,0,0
43.25,22.33,10.33,9,271,1,1,0,0,1,0,0
31.17,8.33,0,31,378,1,0,0,0,0,0,0
54.48,19.33,0.67,24,282,1,0,0,0,0,0,0
70.71,82.33,5,9,122,1,0,0,0,0,0,0
51.86,13.33,25.33,11,225,1,0,0,0,0,0,0
42.41,32.33,1.67,8,235,1,0,0,1,1,0,0
45.12,91.67,31.67,7,210,1,0,0,0,0,0,0
85.24,10.67,11.67,25,292,1,0,0,0,0,0,0
38.99,7,5.67,9,261,1,0,0,0,1,0,0
61.13,39,2,7,205,1,0,0,0,1,0,0
39.31,8.67,0.33,8,234,1,1,0,1,1,0,0
67.86,36.67,8,15,196,1,0,0,0,0,0,0
13.02,32,4,9,284,1,1,0,0,1,0,0
284.61,31.67,13.33,18,110,1,1,0,0,1,0,0
56.57,16.67,2,8,220,1,0,0,1,1,0,0
35.31,0,0,8,237,1,1,0,1,1,0,0
10.39,7,3.67,10,296,1,1,0,0,1,0,0
11.38,23,5.67,10,301,1,0,0,0,1,0,0
51.48,18.67,0.33,7,210,1,0,0,0,1,0,0
38.88,0,0,8,233,1,1,0,0,1,0,0
42.94,6.33,0,31,467,1,1,0,1,1,0,0
49.99,28,7.67,13,296,1,0,0,0,1,0,0
60.53,6.67,1,7,202,1,0,0,1,1,0,0
55.2,10.33,29.33,12,243,1,0,0,0,0,0,0
52.24,19.67,1,7,211,1,1,0,0,1,0,0
34.17,9,12.33,23,135,0,0,0,0,0,0,0
59.17,8.33,0,6,190,1,1,0,0,1,0,0
109.3,39.33,14.33,11,128,1,0,0,0,0,0,0
75.24,29.67,8,17,208,1,0,0,0,0,0,0
28.28,44,22.33,7,199,1,0,0,0,0,0,0
96.4,77,23.33,8,241,1,0,0,0,1,0,0
39.09,8.33,5.33,9,259,1,0,0,0,1,0,0
37.04,5.67,0,9,245,1,0,0,1,1,0,0
30.24,1.67,0,8,242,1,1,0,1,1,0,0
57.43,3.33,0.33,7,203,1,0,1,0,1,0,0
27.79,11,1.33,9,259,1,0,0,0,1,0,0
123.52,102,77.33,15,448,1,1,0,0,1,0,0
51.69,67.67,12.67,8,257,1,0,0,0,1,0,0
116.52,24.67,1.33,13,101,1,0,0,0,0,0,0
56.38,53,3,47,524,1,0,0,0,0,0,0
106.71,55.33,2.33,9,176,1,1,0,1,1,0,0
40.24,41.67,12.67,20,291,1,0,0,0,0,0,0
50.86,95,31,12,355,1,0,0,0,1,0,0
37.24,0,0,8,234,1,0,0,0,1,0,0
124.68,7.67,0,8,36,1,0,0,0,0,0,0
25.32,14,8.33,10,293,1,1,0,0,1,0,0
34,36.67,4.33,9,261,1,0,1,1,1,0,0
35.31,0,0,8,236,1,1,0,1,1,0,0
59.71,38,21.33,10,295,1,1,0,0,1,0,0
44.49,3.33,0,11,257,1,1,0,0,1,0,0
59.95,0,0.67,16,294,1,1,0,0,1,0,0
123.55,26,15.33,9,94,1,0,0,0,0,0,0
145.79,30.67,8.33,24,204,1,0,0,0,0,0,0
80.21,90.33,39,12,347,1,0,0,0,1,0,0
49.45,10,10,14,313,1,0,0,0,1,0,0
60.53,13.33,4.67,7,212,1,1,0,1,1,0,0
34.99,1,0.67,21,270,1,0,0,0,0,0,0
10,9,2,10,290,1,0,0,0,1,0,0
108.42,62.67,34.67,15,334,1,0,0,0,1,0,0
193.06,50,0,27,158,1,0,0,0,0,0,0
61.2,1.67,0.67,7,199,1,1,0,0,1,0,0
46.93,26.33,22.33,36,581,1,1,0,1,1,0,0
71.3,16,3.33,7,196,1,0,0,0,1,0,0
48.37,6.67,4.33,7,224,1,0,0,0,1,0,0
35.31,28.67,0,7,225,1,0,0,1,1,0,0
28.3,13.33,0.33,8,244,1,1,0,0,1,0,0
102.11,93.33,1.33,11,95,1,0,0,0,0,0,0
49.99,61.33,51.33,15,448,1,1,0,0,1,0,0
37.55,0.67,0,11,264,1,1,0,0,1,0,0
19.99,0,0,8,252,1,1,1,1,1,0,0
51.68,8.67,1,25,294,1,0,0,0,0,0,0
154.07,9,0.67,10,26,1,0,0,0,0,0,0
32.49,11.33,7.33,9,271,1,0,0,0,1,0,0
35.15,1.33,0,7,225,1,0,0,1,1,0,0
24.68,0,0,9,257,1,1,0,0,1,0,0
61.93,35.67,7.67,7,219,1,1,0,0,1,0,0
30.3,3.33,0.33,23,397,1,1,1,0,1,0,0
45.5,1.67,2.67,8,232,1,1,0,0,1,0,0
83.71,70.33,28.67,10,290,1,1,0,0,1,0,0
122.11,78.33,20,16,284,1,1,0,1,1,0,0
126.45,14,10.33,16,147,1,0,0,0,0,0,0
34.99,10,0.33,8,236,1,1,0,0,1,0,0
65.29,36,45.33,8,237,1,0,0,0,0,0,0
30.22,3,0,8,240,1,1,1,0,1,0,0
50.22,15,3,18,331,1,0,0,0,1,0,0
56.25,8.33,0.67,22,256,1,0,0,0,0,0,0
78.54,14.33,1,7,180,1,1,0,1,1,0,0
69.98,22.33,8.33,19,336,1,1,0,0,1,0,0
41.77,43.33,3,7,226,1,1,0,0,1,0,0
52.59,2,0,7,205,1,1,0,0,1,0,0
55.42,47.67,9,9,250,1,1,0,1,1,0,0
40.09,0,0,41,571,1,1,0,1,1,0,0
110.99,50.67,8.67,19,292,1,0,0,0,1,0,0
50.54,8.33,0,7,207,1,1,0,0,1,0,0
45.4,7,2.33,8,230,1,0,0,0,1,0,0
62.19,29.67,4.33,17,311,1,0,0,0,1,0,0
72.71,34,31.33,10,309,1,0,0,0,1,0,0
34.99,0,0,8,234,1,1,0,0,1,0,0
34.99,3.33,0,8,234,1,0,0,0,1,0,0
32.21,0,0,8,237,1,1,0,1,1,0,0
67.77,43.67,25,10,295,1,1,0,1,1,0,0
34.99,9,2,8,240,1,0,0,0,1,0,0
53.91,9,1.33,7,207,1,1,0,1,1,0,0
44.99,1.67,2.67,8,231,1,1,0,0,1,0,0
50.55,7.67,4,8,229,1,0,1,1,1,0,0
32.94,0,0,8,236,1,1,1,0,1,0,0
78.14,99.33,19.33,31,484,1,0,0,0,1,0,0
34.99,24,19.67,12,335,1,0,0,0,1,0,0
146.02,98.33,31.33,18,209,1,0,0,0,0,0,0
16.03,25.67,7,9,286,1,0,0,0,1,0,0
67.59,18.33,5.67,7,205,1,1,0,0,1,0,0
34.99,29.67,23.33,12,346,1,1,0,1,1,0,0
35.83,4.33,0,9,243,1,1,0,0,1,0,0
52.88,32.33,8.33,12,178,1,0,0,0,0,0,0
46.42,0,0,8,221,1,1,1,1,1,0,0
10,7,0,9,271,1,1,1,1,1,0,0
35.93,0.67,0,7,222,1,1,0,1,1,0,0
38.19,37.33,3.33,8,240,1,0,0,0,1,0,0
59.94,15,15,8,149,1,0,0,0,0,0,0
65.82,197,50.67,14,416,1,0,0,0,1,0,0
10,9.33,3.67,9,282,1,1,0,1,1,0,0
30.1,6.33,1,9,252,1,1,0,0,1,0,0
54.71,33,7,16,316,1,1,0,0,1,0,0
56.33,39.67,1,10,131,1,0,0,0,0,0,0
31.55,56,13.67,23,434,1,0,0,0,1,0,0
55.61,17,7.33,8,233,1,0,0,0,1,0,0
51.58,68.67,35.33,15,395,1,1,0,0,1,0,0
39.8,99.33,32.67,7,214,1,0,0,0,0,0,0
28.99,12,1,31,481,1,1,0,1,1,0,0
61.63,59,16.67,22,297,1,0,0,0,0,0,0
36.79,0,0,8,231,1,0,0,1,1,0,0
31.23,12,6.67,10,278,1,1,0,0,1,0,0
14.17,27.67,10,11,317,1,1,0,0,1,0,0
35.31,3.67,0,7,222,1,0,0,0,1,0,0
38.69,19.67,4.67,16,223,1,0,0,0,0,0,0
89.38,90.33,35.67,11,313,1,0,0,0,1,0,0
65.33,30,19.33,26,445,1,0,0,0,1,0,0
52.21,16.33,0.67,14,278,1,1,0,0,1,0,0
56.81,9,7,8,230,1,0,0,0,1,0,0
30.76,0,0,8,237,1,0,0,0,1,0,0
51.25,59,11.67,7,137,1,1,1,1,0,0,0
73.21,45.33,6,21,241,1,0,0,0,0,0,0
69.02,30.33,18,19,364,1,0,0,0,1,0,0
56.93,13.33,0.67,7,200,1,0,0,0,1,0,0
87.13,83.33,9.67,6,184,1,0,0,0,1,0,0
30.15,1.67,0,7,227,1,1,0,0,1,0,0
53.24,42,8.33,17,228,1,0,0,0,0,0,0
38.28,48.67,0.67,7,220,1,0,0,0,1,0,0
11.2,34.67,7.67,24,447,1,1,0,0,1,0,0
10.5,9,2.67,22,309,1,0,0,0,0,0,0
59.39,26.67,2.67,7,203,1,0,0,0,1,0,0
66.06,29.67,0,13,147,1,0,0,0,0,0,0
78.83,46,16.67,11,163,1,0,0,0,0,0,0
12.96,29.33,2,14,324,1,0,0,0,1,0,0
214.45,110,10,25,243,1,1,0,1,1,0,0
30.12,1.67,0,8,237,1,1,0,0,1,0,0
40.8,0.33,0,7,215,1,1,0,1,1,0,0
76.97,77.33,16.67,22,279,1,0,0,0,0,0,0
35.24,4.67,0,7,221,1,0,0,0,1,0,0
94.71,4.33,0,20,291,1,1,0,0,1,0,0
34.99,7.33,1.67,9,247,1,0,0,0,1,0,0
36.08,2.67,0,7,220,1,1,0,0,1,0,0
55.73,14.67,0,19,323,1,1,0,0,1,0,0
40.11,21.33,1,8,229,1,1,0,0,1,0,0
69.73,31.67,2,8,97,1,0,0,0,0,0,0
29.99,20.33,1.33,8,241,1,1,0,0,1,0,0
142.3,26,4.33,44,501,1,0,0,0,1,0,0
10,0.33,0,9,269,1,1,0,1,1,0,0
53.99,3.67,0.33,6,191,1,0,0,0,1,0,0
10.75,4,0.33,9,269,1,1,0,1,1,0,0
74.14,36,12.67,8,227,1,1,0,1,1,0,0
112.35,29.67,3,13,105,1,0,0,0,0,0,0
12.01,1.67,0.33,8,257,1,1,0,1,1,0,0
93.15,52,0,22,210,1,0,0,0,0,0,0
101.19,22,0.33,22,305,1,0,0,0,1,0,0
30.28,4.33,0.33,21,269,1,0,0,0,0,0,0
30.26,0,0,8,236,1,0,0,1,1,0,0
35.5,8.67,2,7,226,1,1,0,0,1,0,0
32.29,53.33,12.33,10,292,1,0,1,0,1,0,0
33.5,4.67,0,7,222,1,1,0,1,1,0,0
38.33,8,0.33,18,229,1,0,0,0,0,0,0
35.31,8.33,1,7,223,1,1,0,1,1,0,0
60.53,13,5,8,218,1,1,0,0,1,0,0
49.99,16,2.33,7,211,1,1,0,1,1,0,0
35.98,5.33,3.33,9,250,1,0,0,0,1,0,0
43.73,0.67,0,8,221,1,1,0,0,1,0,0
28.99,0,0,8,237,1,1,0,1,1,0,0
34.15,1.33,0,7,221,1,1,0,0,1,0,0
53.49,20.67,11,19,255,1,0,0,0,0,0,0
57.91,57.67,41,7,217,1,0,0,0,0,0,0
101.71,137,36.67,10,290,1,0,0,0,1,0,0
50.94,1,0,8,213,1,1,1,0,1,0,0
97.93,147.33,40.67,17,276,1,0,0,0,0,0,0
29.99,4,0.67,19,249,1,0,0,0,0,0,0
49.99,5.33,2,8,220,1,0,0,0,1,0,0
73.79,20,3.67,24,365,1,0,0,0,1,0,0
55.24,30.33,5.33,7,214,1,1,0,0,1,0,0
49.01,32.67,24,11,319,1,0,0,0,1,0,0
62.03,3.33,0,6,180,1,0,0,0,1,0,0
36.89,48,14.33,9,282,1,0,0,0,1,0,0
32.34,27.67,2.33,8,240,1,0,0,0,1,0,0
44.44,13.33,1.33,8,121,1,0,0,0,0,0,0
15.78,51,37,9,271,1,1,0,1,0,0,0
35.24,34,0.67,11,160,1,0,0,0,0,0,0
68.64,35.67,24.33,10,288,1,1,0,1,1,0,0
51.04,0.67,0,9,120,1,0,0,0,0,0,0
15.5,0,0,8,251,1,1,0,0,1,0,0
51.23,11.67,8,7,226,1,1,0,1,1,0,0
33.74,0,0,8,231,1,0,0,0,1,0,0
114.91,51.33,13.67,7,71,1,0,0,0,0,0,0
30.65,18.33,8,9,269,1,1,0,0,1,0,0
77.02,20,13.67,7,215,1,0,0,1,1,0,0
56.6,57.67,8.33,7,221,1,0,0,0,1,0,0
82.59,54.33,1.33,17,275,1,0,0,0,1,0,0
44.58,4.67,1.33,8,223,1,0,0,0,1,0,0
57.62,2.67,0,6,184,1,1,0,0,1,0,0
52.05,54.33,41.33,9,244,1,0,0,0,0,0,0
55.34,25.67,34.67,6,189,1,0,0,0,0,0,0
37.79,17.33,3,23,288,1,0,0,0,0,0,0
73.47,36,53.33,9,257,1,0,0,0,0,0,0
28.65,48.33,29.33,7,212,1,0,0,0,0,0,0
68.92,6.33,6.33,7,201,1,1,0,0,1,0,0
34.99,10.67,0,8,229,1,1,0,0,1,0,0
43.35,35.67,33.33,21,456,1,1,0,1,1,0,0
15.19,12,10,11,312,1,1,1,1,1,0,0
45.13,0,0,11,249,1,1,1,1,1,0,0
38.26,0,0,7,215,1,1,0,1,1,0,0
35.49,3,0,7,218,1,1,0,1,1,0,0
40.38,0.67,0,8,223,1,1,1,1,1,0,0
51.62,0.33,0,6,190,1,1,0,0,1,0,0
43.42,18.33,21,23,439,1,0,1,1,1,0,0
26.9,24.67,0.33,9,249,1,0,0,0,1,0,0
35.68,12,0.67,10,148,1,0,0,0,0,0,0
341.23,29.67,9,30,48,1,0,0,0,0,0,0
98.3,31.67,4.33,13,122,1,0,0,0,0,0,0
34.99,6,16,34,444,1,1,0,0,0,0,0
35.31,6.67,3,7,227,1,0,0,0,1,0,0
10.5,7.33,1.67,10,281,1,1,0,0,1,0,0
39.99,34,0,8,223,1,1,0,0,1,0,0
104.9,20.33,54.67,6,195,1,0,0,0,0,0,0
54.83,27.67,3.67,33,477,1,1,0,0,1,0,0
94.99,16.33,5,18,179,1,0,0,0,0,0,0
37.11,8.33,0,35,403,1,1,0,0,0,0,0
41.3,37.33,2.33,7,218,1,0,0,0,1,0,0
37.24,50.67,13,15,235,1,0,0,0,0,0,0
60.53,28.67,24.67,10,296,1,1,1,1,1,0,0
32.3,4,1,8,234,1,0,0,0,1,0,0
41.79,104,24.67,14,255,1,0,0,0,0,0,0
48.62,3,0,16,296,1,0,0,0,1,0,0
41.34,113,29,7,196,1,0,0,0,0,0,0
14.09,0,0,9,261,1,1,1,1,1,0,0
158.29,52.67,49.33,9,254,1,0,0,0,1,0,0
47.65,28,7.33,7,226,1,0,0,0,1,0,0
30,1.67,0.33,29,452,1,0,0,0,1,0,0
49.41,38.33,7.67,7,225,1,0,0,0,1,0,0
67.55,8.33,1.67,21,332,1,0,0,0,1,0,0
40.69,15,0,7,211,1,1,0,0,1,0,0
30.79,9.67,4.33,29,463,1,0,0,0,1,0,0
39.74,1.67,0,7,212,1,1,0,0,1,0,0
71.22,30.33,7.33,7,200,1,1,0,0,1,0,0
50.19,12,5.67,13,280,1,0,0,0,1,0,0
52.06,10.67,3,8,218,1,1,0,0,1,0,0
37.81,0,0,7,214,1,1,0,1,1,0,0
45.67,22.33,1.33,16,200,1,0,0,0,0,0,0
87.8,9.67,0.33,16,151,1,0,0,0,0,0,0
59.89,30.33,5,7,205,1,0,0,1,1,0,0
51.04,79.33,50.67,14,426,1,0,0,0,1,0,0
31.51,0,0,8,231,1,0,0,0,1,0,0
15.25,0,0,9,259,1,0,0,0,1,0,0
154.23,65.67,4,17,100,1,0,0,0,0,0,0
49.61,3.67,0,26,295,1,0,0,0,0,0,0
49.32,51.67,41,7,223,1,0,0,0,0,0,0
60.53,6,5.67,7,206,1,1,0,0,1,0,0
98.18,86.33,12.33,9,206,1,0,0,0,1,0,0
131.52,25.67,33,24,388,1,1,0,1,1,0,0
30.26,0,0,8,232,1,0,0,0,1,0,0
35.31,0,0,7,216,1,0,0,1,1,0,0
49.99,13.67,0.33,7,201,1,1,0,0,1,0,0
28.97,5,10.33,9,275,1,1,0,1,1,0,0
38.04,8,1.67,7,218,1,1,0,0,1,0,0
50.41,2.67,2.67,11,249,1,0,0,0,1,0,0
49.47,116.33,33.33,7,199,1,0,0,0,0,0,0
122.78,105,33.33,48,647,1,1,0,1,1,0,0
20.09,4,0,9,253,1,1,0,0,1,0,0
64.1,21.67,1.67,19,211,1,0,0,0,0,0,0
60.73,3.67,2,7,194,1,0,0,0,1,0,0
47.8,2.33,0,7,202,1,1,0,0,1,0,0
42.61,26.33,0,8,218,1,0,0,1,1,0,0
120.38,19,0,18,237,1,0,0,0,1,0,0
107.88,57,7.67,16,253,1,1,0,1,1,0,0
142.5,84,34.67,7,204,1,0,0,0,1,0,0
35.84,9.67,0,8,225,1,1,0,0,1,0,0
85.44,11.33,3,18,181,1,0,0,1,0,0,0
50.19,0.67,0,7,199,1,0,0,0,1,0,0
41.22,29.33,4.33,10,253,1,0,0,0,1,0,0
59.36,20.33,3.67,9,118,1,0,0,0,0,0,0
74.57,17.67,5.33,24,262,1,0,0,0,0,0,0
36.24,2.33,0,7,214,1,1,0,0,1,0,0
83.17,31.67,6.33,17,183,1,0,0,0,0,0,0
47.89,72.67,9.33,8,240,1,1,0,1,1,0,0
48.12,4.67,0.33,7,202,1,1,0,0,1,0,0
95.47,79.67,13.67,12,140,1,0,0,0,0,0,0
88.04,29,13,7,197,1,0,0,0,1,0,0
11.6,0,0,8,251,1,1,0,0,1,0,0
63.96,94.33,10,20,246,1,0,0,0,0,0,0
87.61,45.33,30.33,18,364,1,0,0,0,1,0,0
15.95,4,0.33,27,444,1,1,0,0,1,0,0
34.94,2.67,1.33,7,219,1,1,0,1,1,0,0
30.26,5.67,0,7,220,1,1,0,1,1,0,0
50.44,2,0,7,198,1,1,0,1,1,0,0
43.99,19,0,7,205,1,1,0,0,1,0,0
35.16,120.33,54,16,472,1,0,0,0,1,0,0
47.49,24,2.67,31,458,1,1,0,0,1,0,0
16.24,23.33,10.67,11,309,1,1,1,1,1,0,0
121.41,40.33,15,12,218,1,1,0,0,1,0,0
70.27,15.67,12.67,8,225,1,0,0,0,1,0,0
35.73,6.67,0,8,224,1,0,0,0,1,0,0
95.86,51.33,21,7,212,1,0,0,0,1,0,0
48.91,28.67,6,9,45,0,1,0,0,1,0,0
10.29,5.33,0.67,9,264,1,1,1,1,1,0,0
13.14,4.67,4,9,271,1,1,0,1,1,0,0
34.99,8.33,0,9,235,1,1,0,0,1,0,0
46.26,1,0.33,7,203,1,1,0,0,1,0,0
34.73,24.33,25,11,332,1,1,0,0,1,0,0
6.99,0,0,8,255,1,0,0,1,1,0,0
38.51,12,2.67,25,405,1,0,0,0,1,0,0
79.66,29.33,22.67,19,256,1,0,0,0,0,0,0
10,2.67,0,9,262,1,0,0,0,1,0,0
60.07,93.33,41.33,8,220,1,0,0,0,0,0,0
107.59,127,8,9,180,1,0,0,0,1,0,0
19.66,0.67,0,8,241,1,0,0,0,1,0,0
39.33,14.33,1.33,9,234,1,1,0,0,1,0,0
155.21,46.67,29,14,141,1,0,0,0,0,0,0
30.19,10,3,9,249,1,1,0,0,1,0,0
81.29,28.33,0.67,11,207,1,1,0,0,1,0,0
57.88,11.67,0.67,7,191,1,1,0,1,1,0,0
92.04,31,12,9,209,1,0,1,0,1,0,0
30.26,1.33,0,7,219,1,1,0,0,1,0,0
16.83,2,0.67,8,246,1,1,0,1,1,0,0
55.63,12.33,8.33,8,227,1,0,0,0,1,0,0
35.69,0,0,12,162,1,0,0,0,0,0,0
47.07,31.67,4.67,8,225,1,0,0,0,1,0,0
161.85,73,18,23,296,1,1,0,0,1,0,0
13.76,42.67,8,10,292,1,1,0,0,1,0,0
6.67,2.33,0,9,265,1,1,0,0,1,0,0
103.34,50.67,16.67,10,118,1,0,0,0,0,0,0
30,31.67,17.33,41,624,1,0,0,0,1,0,0
38.38,6.67,0,8,220,1,0,0,0,1,0,0
35.73,10.67,12,23,312,1,0,0,0,0,0,0
77.31,39,1.33,14,141,1,0,0,0,0,0,0
43.99,10,5.33,8,230,1,0,0,0,1,0,0
36.05,27,5.67,9,250,1,0,0,0,1,0,0
34.24,1.67,0,7,214,1,1,0,0,1,0,0
60,29.33,4.33,17,200,1,0,0,0,0,0,0
54.55,38.67,6.67,7,212,1,0,0,0,1,0,0
20.62,1.33,0,8,239,1,1,0,1,1,0,0
35.24,8.67,0,8,223,1,1,0,0,1,0,0
57.14,15.33,0,7,86,1,0,0,0,0,0,0
42.22,10.33,0,7,205,1,0,0,0,1,0,0
29.14,13.33,3.33,9,250,1,1,0,0,1,0,0
35.09,6,0,8,223,1,1,0,0,1,0,0
35.09,0,0,8,223,1,0,0,0,1,0,0
32.83,7.33,4.67,9,250,1,1,0,1,1,0,0
35.73,12.67,9.33,9,261,1,0,0,1,1,0,0
30.09,6,0,7,218,1,0,0,0,1,0,0
20.97,27.67,1.33,31,378,1,0,0,0,0,0,0
58.79,23.67,13.67,9,249,1,1,0,0,1,0,0
168.4,21.33,0.67,19,91,1,0,0,0,0,0,0
41.31,13,22.33,11,315,1,0,0,0,1,0,0
62.93,51.33,13.67,8,234,1,0,0,0,1,0,0
31.65,2.33,0.33,7,217,1,0,0,0,1,0,0
31.49,0.33,0,7,216,1,0,0,0,1,0,0
42.15,10.33,0,6,194,1,0,0,0,1,0,0
41.85,12.67,5.33,7,118,1,0,0,0,0,0,0
40.99,18,3.33,8,226,1,0,0,0,1,0,0
35.41,24.33,1.67,8,227,1,1,0,0,1,0,0
103.97,8.67,1.67,10,173,1,0,0,0,1,0,0
83.14,28.67,2.67,13,127,1,0,0,0,0,0,0
20.49,0.33,0,8,238,1,1,0,1,1,0,0
36.78,53.33,32.67,6,196,1,0,0,0,0,0,0
40.28,8.33,0,7,206,1,0,0,1,1,0,0
38.99,30.67,4.33,13,180,1,0,0,0,0,0,0
28.93,0,0,17,322,1,0,0,0,1,0,0
43.01,33.33,0.67,7,205,1,1,0,1,1,0,0
34.99,6.67,0.33,16,306,1,1,0,0,1,0,0
35.6,2,0,7,211,1,1,0,1,1,0,0
34.99,1.67,0,8,222,1,1,1,1,1,0,0
61.02,34.67,5.67,6,190,1,1,0,0,1,0,0
52.74,64.33,12,8,239,1,0,0,0,1,0,0
10.09,26,31,13,395,1,1,0,1,1,0,0
36.69,7,2.33,8,227,1,0,0,1,1,0,0
38.12,7.33,1.33,7,212,1,1,0,1,1,0,0
90.92,202,36.67,10,293,1,0,0,0,1,0,0
39.86,7.67,0.67,7,208,1,0,0,0,1,0,0
45.33,31.67,0,7,200,1,0,0,0,1,0,0
70.89,18,7.67,6,185,1,0,0,0,1,0,0
34.99,12,4.67,9,246,1,1,0,0,1,0,0
54.25,13.67,2,23,362,1,1,0,0,1,0,0
37.33,25,5.67,8,236,1,0,0,0,1,0,0
36.97,7.67,6,7,227,1,1,0,1,1,0,0
60.53,19.67,1,26,383,1,1,0,0,1,0,0
111.93,47,32.33,9,246,1,1,0,0,1,0,0
41.16,10.33,0,7,204,1,0,0,1,1,0,0
49.39,19.33,0,7,195,1,0,0,0,1,0,0
61.92,29.33,2.67,36,490,1,1,0,1,1,0,0
79.35,0,0,20,297,1,1,0,1,1,0,0
34.99,12,0,35,398,1,0,0,0,0,0,0
56.85,59.33,8.67,12,162,1,0,0,0,0,0,0
35.31,0.33,0,7,210,1,0,0,1,1,0,0
47.81,113.67,10.33,7,125,1,0,0,0,0,0,0
53.99,62,18,9,265,1,0,0,0,1,0,0
54.03,93,54.33,10,283,1,0,0,0,0,0,0
40.17,25.33,2,8,221,1,0,0,0,1,0,0
50.34,6.67,5.33,8,220,1,0,0,0,1,0,0
78.71,9,2,35,356,1,1,0,0,0,0,0
40.19,15,7,8,236,1,1,0,1,1,0,0
33.99,2.67,4.33,9,245,1,0,0,1,1,0,0
59.56,6,3,19,214,1,0,0,0,0,0,0
199.5,67.67,12,19,89,1,0,0,0,0,0,0
137.7,83.67,36.67,8,220,1,0,1,0,1,0,0
49.43,19.33,9.67,8,234,1,1,0,0,1,0,0
30.38,1,0,31,361,1,0,0,0,0,0,0
40.56,13.33,4,7,216,1,0,0,0,1,0,0
22.32,0,0,8,234,1,1,1,0,1,0,0
77.65,3,0,19,185,1,0,0,0,0,0,0
15.26,0.67,0,9,252,1,1,0,1,1,0,0
35.69,0.33,0,7,209,1,1,0,0,1,0,0
10.7,1.67,1.67,9,262,1,1,0,1,1,0,0
111.23,69,25,8,213,1,0,1,0,1,0,0
78.92,34.33,4.67,18,290,1,0,0,0,1,0,0
58.69,75,5.67,7,201,1,0,0,0,1,0,0
80.42,10.33,4.67,28,392,1,1,0,1,1,0,0
75.93,0,0,7,165,1,0,0,0,1,0,0
10.09,0,0,8,247,1,1,0,0,1,0,0
36.48,13.67,9,9,256,1,1,0,1,1,0,0
41.88,14,0,7,202,1,1,0,1,1,0,0
10.98,16.33,10.67,10,299,1,1,0,1,1,0,0
57.24,71.33,8,8,117,1,0,0,0,0,0,0
213.57,10,3.67,26,223,1,0,0,0,1,0,0
50.82,97.67,2,7,198,1,1,0,0,1,0,0
34.99,0,0,7,209,1,1,0,0,1,0,0
38.99,3.67,0,8,215,1,1,0,0,1,0,0
10,23.67,2.33,9,264,1,1,0,0,1,0,0
42.16,6.33,2.67,9,230,1,0,0,0,1,0,0
60.4,4.33,2,20,322,1,1,0,0,1,0,0
57.53,56,26.33,9,285,1,0,0,1,1,0,0
83.37,0,0,12,105,1,0,0,0,0,0,0
82.89,22,16,7,205,1,1,0,1,1,0,0
4.84,0,0,9,262,1,1,0,0,1,0,0
